route_id,primary_topology,secondary_phase,tertiary_phase,primary_product,secondary_product,tertiary_product,failure_label,framework_density,largest_free_sphere,accessible_volume_izc,largest_included_sphere,framework_descriptor_json
26126,,,,,,,failed_amorphous,,,,,
26127,CGS,,,CGS,,,success,16.9,3.62646,10.62,5.16648,"{""volume"": 1869.7851708002552, ""ring_size_0"": 10.0, ""ring_size_1"": 8.0, ""ring_size_2"": 6.0, ""ring_size_3"": 4.0, ""framework_density"": 16.9, ""largest_free_sphere"": 3.62646, ""accessible_volume_izc"": 10.62, ""largest_free_sphere_a"": 3.62646, ""largest_free_sphere_b"": 2.45821, ""largest_free_sphere_c"": 2.45821, ""largest_free_sphere_izc"": 4.01, ""largest_included_sphere"": 5.16648, ""largest_free_sphere_a_izc"": 4.01, ""largest_free_sphere_b_izc"": 2.97, ""largest_free_sphere_c_izc"": 2.97, ""largest_included_sphere_a"": 5.12663, ""largest_included_sphere_b"": 5.14181, ""largest_included_sphere_c"": 5.15803, ""largest_included_sphere_fsp"": 5.12663, ""largest_included_sphere_izc"": 5.86, ""chan_num_channels"": 1.0, ""density"": 1.70752, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
26128,LAU,,,LAU,amorphous,,failed_amorphous,18.0,3.30327,9.57,5.12643,"{""volume"": 1313.0468106291205, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 18.0, ""largest_free_sphere"": 3.30327, ""accessible_volume_izc"": 9.57, ""largest_free_sphere_a"": 1.27262, ""largest_free_sphere_b"": 1.27262, ""largest_free_sphere_c"": 3.30327, ""largest_free_sphere_izc"": 4.07, ""largest_included_sphere"": 5.12643, ""largest_free_sphere_a_izc"": 2.09, ""largest_free_sphere_b_izc"": 2.09, ""largest_free_sphere_c_izc"": 4.07, ""largest_included_sphere_a"": 5.11641, ""largest_included_sphere_b"": 5.1195, ""largest_included_sphere_c"": 5.12643, ""largest_included_sphere_fsp"": 5.12643, ""largest_included_sphere_izc"": 6.04, ""chan_num_channels"": 2.0, ""density"": 1.82364, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26129,CGF,,,CGF,amorphous,,failed_amorphous,19.0,2.89609,2.95,5.20704,"{""volume"": 1918.759565083555, ""ring_size_0"": 10.0, ""ring_size_1"": 8.0, ""ring_size_2"": 6.0, ""ring_size_3"": 4.0, ""framework_density"": 19.0, ""largest_free_sphere"": 2.89609, ""accessible_volume_izc"": 2.95, ""largest_free_sphere_a"": 2.09746, ""largest_free_sphere_b"": 0.74415, ""largest_free_sphere_c"": 2.89609, ""largest_free_sphere_izc"": 3.03, ""largest_included_sphere"": 5.20704, ""largest_free_sphere_a_izc"": 2.29, ""largest_free_sphere_b_izc"": 1.46, ""largest_free_sphere_c_izc"": 3.03, ""largest_included_sphere_a"": 5.20704, ""largest_included_sphere_b"": 5.20687, ""largest_included_sphere_c"": 5.20704, ""largest_included_sphere_fsp"": 5.20704, ""largest_included_sphere_izc"": 5.76, ""chan_num_channels"": 2.0, ""density"": 1.87193, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26130,,,,,,,failed_amorphous,,,,,
26131,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26132,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26133,,MFI,,amorphous,MFI,,failed_amorphous,,,,,
26134,MFI,,,MFI,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
26135,,,,amorphous,,,failed_amorphous,,,,,
26136,,MFI,,amorphous,MFI,,failed_amorphous,,,,,
26137,,,,amorphous,,,failed_amorphous,,,,,
26138,,,,amorphous,,,failed_amorphous,,,,,
26139,,,,amorphous,,,failed_amorphous,,,,,
26140,,,,cristobalite,,,failed_dense,,,,,
26141,,,,amorphous,,,failed_amorphous,,,,,
26142,,MTW,,amorphous,MTW,,failed_amorphous,,,,,
26143,,,,cristobalite,,,failed_dense,,,,,
26144,MFI,,,MFI,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
26145,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26146,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26147,MFI,MTW,,MFI,MTW,,mixed_phase,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
26148,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26149,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26150,MFI,,,MFI,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
26151,MFI,,,MFI,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
26152,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26153,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26154,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26155,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26156,,,,amorphous,,,failed_amorphous,,,,,
26157,,,,amorphous,,,failed_amorphous,,,,,
26158,,,,amorphous,,,failed_amorphous,,,,,
26159,,MFI,,amorphous,MFI,,failed_amorphous,,,,,
26160,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26161,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26162,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26163,,,,,,,failed_amorphous,,,,,
26164,FER,,,FER,,,success,17.6,4.06192,10.01,5.06395,"{""volume"": 1917.1173238229237, ""ring_size_0"": 10.0, ""ring_size_1"": 8.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""framework_density"": 17.6, ""largest_free_sphere"": 4.06192, ""accessible_volume_izc"": 10.01, ""largest_free_sphere_a"": 0.65278, ""largest_free_sphere_b"": 2.79092, ""largest_free_sphere_c"": 4.06192, ""largest_free_sphere_izc"": 4.69, ""largest_included_sphere"": 5.06395, ""largest_free_sphere_a_izc"": 1.56, ""largest_free_sphere_b_izc"": 3.4, ""largest_free_sphere_c_izc"": 4.69, ""largest_included_sphere_a"": 4.62478, ""largest_included_sphere_b"": 5.06395, ""largest_included_sphere_c"": 4.63523, ""largest_included_sphere_fsp"": 4.63523, ""largest_included_sphere_izc"": 6.31, ""chan_num_channels"": 2.0, ""density"": 1.87353, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26165,,,,,,,failed_amorphous,,,,,
26166,GIS,,,MgAPO-43,,,success,16.4,2.61955,9.38,4.3758,"{""volume"": 933.9272284458372, ""ring_size_0"": 8.0, ""ring_size_1"": 4.0, ""framework_density"": 16.4, ""largest_free_sphere"": 2.61955, ""accessible_volume_izc"": 9.38, ""largest_free_sphere_a"": 2.61955, ""largest_free_sphere_b"": 2.61955, ""largest_free_sphere_c"": 2.61955, ""largest_free_sphere_izc"": 3.32, ""largest_included_sphere"": 4.3758, ""largest_free_sphere_a_izc"": 3.32, ""largest_free_sphere_b_izc"": 3.32, ""largest_free_sphere_c_izc"": 3.32, ""largest_included_sphere_a"": 4.3758, ""largest_included_sphere_b"": 4.3758, ""largest_included_sphere_c"": 4.37576, ""largest_included_sphere_fsp"": 4.3758, ""largest_included_sphere_izc"": 4.97, ""chan_num_channels"": 1.0, ""density"": 1.70929, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
26167,CHA,,,Ni-MgAPO-34,,,success,15.1,3.15152,17.27,6.57102,"{""volume"": 2309.3519974012615, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 15.1, ""largest_free_sphere"": 3.15152, ""accessible_volume_izc"": 17.27, ""largest_free_sphere_a"": 3.15152, ""largest_free_sphere_b"": 3.15152, ""largest_free_sphere_c"": 3.15148, ""largest_free_sphere_izc"": 3.72, ""largest_included_sphere"": 6.57102, ""largest_free_sphere_a_izc"": 3.72, ""largest_free_sphere_b_izc"": 3.72, ""largest_free_sphere_c_izc"": 3.72, ""largest_included_sphere_a"": 6.56548, ""largest_included_sphere_b"": 6.56732, ""largest_included_sphere_c"": 6.57102, ""largest_included_sphere_fsp"": 6.56548, ""largest_included_sphere_izc"": 7.37, ""chan_num_channels"": 1.0, ""density"": 1.55532, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
26168,,,,dense,,,failed_dense,,,,,
26169,AEN,,,AlPO-5,,,success,20.1,2.98823,4.02,3.72512,"{""volume"": 2320.2135914483183, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 20.1, ""largest_free_sphere"": 2.98823, ""accessible_volume_izc"": 4.02, ""largest_free_sphere_a"": 0.53344, ""largest_free_sphere_b"": 2.72311, ""largest_free_sphere_c"": 2.98823, ""largest_free_sphere_izc"": 3.66, ""largest_included_sphere"": 3.72512, ""largest_free_sphere_a_izc"": 1.21, ""largest_free_sphere_b_izc"": 3.38, ""largest_free_sphere_c_izc"": 3.66, ""largest_included_sphere_a"": 3.72512, ""largest_included_sphere_b"": 3.72512, ""largest_included_sphere_c"": 3.65934, ""largest_included_sphere_fsp"": 3.65934, ""largest_included_sphere_izc"": 4.43, ""chan_num_channels"": 2.0, ""density"": 2.06405, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26170,AWO,,,AlPO-21,,,success,18.2,3.17828,5.35,4.41741,"{""volume"": 2571.25884584242, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 3.17828, ""accessible_volume_izc"": 5.35, ""largest_free_sphere_a"": 3.17828, ""largest_free_sphere_b"": 2.2732, ""largest_free_sphere_c"": 1.41728, ""largest_free_sphere_izc"": 3.67, ""largest_included_sphere"": 4.41741, ""largest_free_sphere_a_izc"": 3.67, ""largest_free_sphere_b_izc"": 3.04, ""largest_free_sphere_c_izc"": 1.89, ""largest_included_sphere_a"": 4.39771, ""largest_included_sphere_b"": 4.30496, ""largest_included_sphere_c"": 4.35221, ""largest_included_sphere_fsp"": 4.39771, ""largest_included_sphere_izc"": 5.16, ""chan_num_channels"": 2.0, ""density"": 1.86253, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
26171,ATS,,,APO-36,,,success,16.1,6.1475,15.64,6.40477,"{""volume"": 1414.1145664521443, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 16.1, ""largest_free_sphere"": 6.1475, ""accessible_volume_izc"": 15.64, ""largest_free_sphere_a"": 1.42886, ""largest_free_sphere_b"": 0.81818, ""largest_free_sphere_c"": 6.1475, ""largest_free_sphere_izc"": 6.82, ""largest_included_sphere"": 6.40477, ""largest_free_sphere_a_izc"": 2.44, ""largest_free_sphere_b_izc"": 1.62, ""largest_free_sphere_c_izc"": 6.82, ""largest_included_sphere_a"": 6.30804, ""largest_included_sphere_b"": 6.40477, ""largest_included_sphere_c"": 6.40477, ""largest_included_sphere_fsp"": 6.40477, ""largest_included_sphere_izc"": 7.3, ""chan_num_channels"": 2.0, ""density"": 1.6933, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
